partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_311540-311744	sp|P49354|FNTA_HUMAN	199	0.525	(64, 358)	294	0.776	379
Homo_sapiens_311745-311871	sp|Q9NUM3|S39A9_HUMAN	124	0.404	(108, 303)	195	0.635	307
Homo_sapiens_311872-312078	sp|Q96A33|CCD47_HUMAN	197	0.408	(135, 479)	344	0.712	483
Homo_sapiens_312079-312378	sp|Q2TAA5|ALG11_HUMAN	288	0.585	(66, 471)	405	0.823	492
Homo_sapiens_312379-312695	sp|Q9NPF4|OSGEP_HUMAN	313	0.934	(5, 335)	330	0.985	335
Homo_sapiens_312918-313028	sp|O94888|UBXN7_HUMAN	111	0.227	(19, 258)	239	0.489	489
Homo_sapiens_313029-313160	sp|Q147X3|NAA30_HUMAN	132	0.365	(217, 362)	145	0.401	362
Homo_sapiens_313161-313333	sp|Q9UKD2|MRT4_HUMAN	173	0.724	(0, 201)	201	0.841	239
Homo_sapiens_313334-313677	sp|O00231|PSD11_HUMAN	344	0.815	(39, 422)	383	0.908	422
Homo_sapiens_313678-313973	sp|O75800|ZMY10_HUMAN	257	0.584	(15, 430)	415	0.943	440
Homo_sapiens_313974-314149	sp|Q8IVS2|FABD_HUMAN	161	0.413	(65, 359)	294	0.754	390
Homo_sapiens_314150-314380	sp|Q9Y4P3|TBL2_HUMAN	210	0.470	(84, 432)	348	0.779	447
Homo_sapiens_314381-314691	sp|A0AVF1|IFT56_HUMAN	311	0.561	(97, 421)	324	0.585	554
Homo_sapiens_314692-314862	sp|Q9Y512|SAM50_HUMAN	167	0.356	(44, 469)	425	0.906	469
Homo_sapiens_314863-315013	sp|P53701|CCHL_HUMAN	150	0.560	(78, 265)	187	0.698	268
Homo_sapiens_315014-315127	sp|Q9NVQ4|FAIM1_HUMAN	114	0.637	(5, 169)	164	0.916	179
Homo_sapiens_315128-315361	sp|Q96G46|DUS3L_HUMAN	234	0.360	(388, 649)	261	0.402	650
Homo_sapiens_315362-315488	sp|Q9P2N6|KANL3_HUMAN	127	0.140	(172, 469)	297	0.329	904
Homo_sapiens_315489-315575	sp|Q8N4P6|LRC71_HUMAN	86	0.154	(220, 322)	102	0.182	559
Homo_sapiens_315576-315972	sp|Q96DN5|TBC31_HUMAN	387	0.363	(85, 781)	696	0.653	1066
Homo_sapiens_316192-316318	sp|Q13395|TARB1_HUMAN	127	0.078	(1461, 1613)	152	0.094	1621
Homo_sapiens_316319-316467	sp|O95336|6PGL_HUMAN	119	0.461	(44, 245)	201	0.779	258
Homo_sapiens_316468-316613	sp|Q96DW6|S2538_HUMAN	146	0.480	(33, 297)	264	0.868	304
Homo_sapiens_316614-316719	sp|Q6P1X6|CH082_HUMAN	106	0.491	(28, 177)	149	0.690	216
Homo_sapiens_316720-316982	sp|Q5BKT4|AG10A_HUMAN	231	0.488	(32, 473)	441	0.932	473
Homo_sapiens_316983-317109	sp|P29083|T2EA_HUMAN	124	0.282	(13, 286)	273	0.622	439
Homo_sapiens_317110-317240	sp|Q9Y535|RPC8_HUMAN	125	0.613	(0, 161)	161	0.789	204
Homo_sapiens_317241-317351	sp|Q8WV92|MITD1_HUMAN	111	0.446	(29, 240)	211	0.847	249
Homo_sapiens_317352-317459	sp|O95218|ZRAB2_HUMAN	108	0.327	(8, 134)	126	0.382	330
Homo_sapiens_317460-317700	sp|Q8IZ02|LRC34_HUMAN	187	0.446	(79, 383)	304	0.726	419
Homo_sapiens_317701-317822	sp|P23025|XPA_HUMAN	122	0.447	(104, 273)	169	0.619	273
Homo_sapiens_317926-318047	sp|Q9H063|MAF1_HUMAN	120	0.469	(0, 205)	205	0.801	256
Homo_sapiens_318048-318139	sp|Q9BTV6|DPH7_HUMAN	88	0.195	(196, 340)	144	0.319	452
Homo_sapiens_318140-318225	sp|P62314|SMD1_HUMAN	86	0.723	(2, 88)	86	0.723	119
Homo_sapiens_318226-318347	sp|P61009|SPCS3_HUMAN	122	0.678	(0, 174)	174	0.967	180
Homo_sapiens_318348-318481	sp|Q99497|PARK7_HUMAN	132	0.698	(2, 187)	185	0.979	189
Homo_sapiens_318482-318581	sp|P18077|RL35A_HUMAN	99	0.900	(0, 110)	110	1.000	110
Homo_sapiens_318582-318719	sp|Q14691|PSF1_HUMAN	137	0.699	(0, 195)	195	0.995	196
Homo_sapiens_318720-318814	sp|Q5J8M3|EMC4_HUMAN	95	0.519	(66, 168)	102	0.557	183
Homo_sapiens_318815-318924	sp|Q9BTE0|NAT9_HUMAN	104	0.502	(0, 156)	156	0.754	207
Homo_sapiens_319015-319108	sp|Q6GMV3|PTRD1_HUMAN	93	0.664	(24, 130)	106	0.757	140
Homo_sapiens_319109-319214	sp|O43822|CU002_HUMAN	106	0.414	(2, 126)	124	0.484	256
Homo_sapiens_319215-319554	sp|Q9Y672|ALG6_HUMAN	317	0.625	(13, 490)	477	0.941	507
Homo_sapiens_319555-319786	sp|Q53HC9|TSSC1_HUMAN	223	0.576	(9, 387)	378	0.977	387
Homo_sapiens_319787-319891	sp|Q9NXG2|THUM1_HUMAN	89	0.252	(38, 268)	230	0.652	353
Homo_sapiens_319892-320123	sp|Q5T280|CI114_HUMAN	225	0.598	(69, 365)	296	0.787	376
Homo_sapiens_320124-320330	sp|P28066|PSA5_HUMAN	207	0.859	(0, 217)	217	0.900	241
Homo_sapiens_320331-320418	sp|Q12872|SFSWA_HUMAN	88	0.093	(59, 315)	256	0.269	951
Homo_sapiens_320419-320598	sp|Q9Y221|NIP7_HUMAN	180	1.000	(0, 180)	180	1.000	180
Homo_sapiens_320599-320792	sp|Q5BJD5|TM41B_HUMAN	194	0.667	(89, 291)	202	0.694	291
Homo_sapiens_320793-320884	sp|Q8WZ64|ARAP2_HUMAN	57	0.033	(501, 682)	181	0.106	1704
Homo_sapiens_320885-321070	sp|Q9H6U6|BCAS3_HUMAN	186	0.200	(95, 748)	653	0.704	928
Homo_sapiens_321071-321159	sp|Q9P2Y5|UVRAG_HUMAN	86	0.123	(316, 455)	139	0.199	699
Homo_sapiens_321160-321305	sp|Q92685|ALG3_HUMAN	145	0.331	(98, 277)	179	0.409	438
Homo_sapiens_321306-321494	sp|Q8NHS3|MFSD8_HUMAN	186	0.359	(47, 481)	434	0.838	518
Homo_sapiens_321495-321637	sp|O14827|RGRF2_HUMAN	143	0.116	(1005, 1235)	230	0.186	1237
Homo_sapiens_321638-321727	sp|Q9NWS0|PIHD1_HUMAN	81	0.279	(49, 290)	241	0.831	290
Homo_sapiens_321728-321808	sp|Q9Y3C0|WASC3_HUMAN	81	0.418	(0, 85)	85	0.438	194
Homo_sapiens_321809-322012	sp|Q7RTS9|DYM_HUMAN	197	0.294	(348, 648)	300	0.448	669
Homo_sapiens_322118-322206	sp|Q96E22|NGBR_HUMAN	89	0.304	(95, 290)	195	0.666	293
Homo_sapiens_322449-322542	sp|Q9Y3B1|PLD3B_HUMAN	92	0.474	(18, 167)	149	0.768	194
Homo_sapiens_322543-322637	sp|O95159|ZFPL1_HUMAN	95	0.306	(0, 129)	129	0.416	310
Homo_sapiens_322638-322861	sp|Q9BQC3|DPH2_HUMAN	139	0.284	(49, 368)	319	0.652	489
Homo_sapiens_322862-322998	sp|P49914|MTHFS_HUMAN	129	0.635	(7, 196)	189	0.931	203
Homo_sapiens_322999-323268	sp|Q8IZJ6|TDH_HUMAN	135	0.587	(56, 203)	147	0.639	230
Homo_sapiens_323269-323395	sp|Q5TFE4|NT5D1_HUMAN	127	0.279	(16, 336)	320	0.703	455
Homo_sapiens_323396-323603	sp|Q14232|EI2BA_HUMAN	194	0.636	(6, 305)	299	0.980	305
Homo_sapiens_323604-323772	sp|P00492|HPRT_HUMAN	165	0.757	(9, 212)	203	0.931	218
Homo_sapiens_323881-324207	sp|Q96MA6|KAD8_HUMAN	277	0.578	(5, 468)	463	0.967	479
Homo_sapiens_324208-324421	sp|Q9Y312|AAR2_HUMAN	206	0.536	(10, 377)	367	0.956	384
Homo_sapiens_324422-324514	sp|Q9UBD5|ORC3_HUMAN	93	0.131	(290, 706)	416	0.585	711
Homo_sapiens_324515-324663	sp|Q14674|ESPL1_HUMAN	131	0.062	(1775, 2071)	296	0.140	2120
Homo_sapiens_324664-324763	sp|O96007|MOC2B_HUMAN	100	0.532	(65, 182)	117	0.622	188
Homo_sapiens_324764-324926	sp|O43159|RRP8_HUMAN	154	0.338	(245, 456)	211	0.463	456
Homo_sapiens_324927-325010	sp|P63162|RSMN_HUMAN	84	0.350	(0, 87)	87	0.362	240
Homo_sapiens_325011-325177	sp|Q96M95|CCD42_HUMAN	127	0.402	(43, 227)	184	0.582	316
Homo_sapiens_325178-325332	sp|Q9BRD0|BUD13_HUMAN	153	0.247	(373, 619)	246	0.397	619
Homo_sapiens_325333-325511	sp|Q14642|I5P1_HUMAN	178	0.432	(11, 392)	381	0.925	412
Homo_sapiens_325512-325709	sp|Q6PCD5|RFWD3_HUMAN	158	0.204	(287, 774)	487	0.629	774
Homo_sapiens_325710-325792	sp|Q9BPZ7|SIN1_HUMAN	81	0.155	(158, 482)	324	0.621	522
Homo_sapiens_325793-325969	sp|Q92622|RUBIC_HUMAN	162	0.167	(685, 935)	250	0.257	972
Homo_sapiens_325970-326092	sp|Q9NWT1|PK1IP_HUMAN	106	0.270	(0, 272)	272	0.694	392
Homo_sapiens_326093-326237	sp|P32780|TF2H1_HUMAN	145	0.265	(17, 236)	219	0.400	548
Homo_sapiens_326238-326332	sp|Q96S15|WDR24_HUMAN	95	0.103	(295, 919)	624	0.678	920
Homo_sapiens_326488-326578	sp|Q86U38|NOP9_HUMAN	87	0.136	(280, 609)	329	0.515	639
Homo_sapiens_326579-326914	sp|Q9H9E3|COG4_HUMAN	335	0.427	(58, 784)	726	0.925	785
Homo_sapiens_326915-327085	sp|Q9BVI4|NOC4L_HUMAN	164	0.318	(272, 451)	179	0.347	516
Homo_sapiens_327086-327188	sp|Q14676|MDC1_HUMAN	93	0.045	(1894, 2032)	138	0.066	2089
Homo_sapiens_327189-327305	sp|Q9BRT9|SLD5_HUMAN	115	0.516	(26, 223)	197	0.883	223
Homo_sapiens_327306-327478	sp|Q9UBQ0|VPS29_HUMAN	172	0.945	(0, 181)	181	0.995	182
Homo_sapiens_327479-327606	sp|Q9NPD8|UBE2T_HUMAN	128	0.650	(4, 151)	147	0.746	197
Homo_sapiens_327607-327802	sp|Q06265|EXOS9_HUMAN	196	0.446	(30, 439)	409	0.932	439
Homo_sapiens_327803-327970	sp|Q9GZM5|YIPF3_HUMAN	164	0.469	(104, 299)	195	0.557	350
Homo_sapiens_327971-328112	sp|P83876|TXN4A_HUMAN	142	1.000	(0, 142)	142	1.000	142
Homo_sapiens_328113-328228	sp|Q9BRG1|VPS25_HUMAN	115	0.653	(5, 176)	171	0.972	176
Homo_sapiens_328229-328364	sp|Q86YN1|DOPP1_HUMAN	130	0.546	(14, 219)	205	0.861	238
Homo_sapiens_328365-328513	sp|Q99747|SNAG_HUMAN	135	0.433	(3, 274)	271	0.869	312
Homo_sapiens_328514-328684	sp|P61086|UBE2K_HUMAN	168	0.840	(1, 199)	198	0.990	200
Homo_sapiens_328685-328987	sp|Q9H553|ALG2_HUMAN	284	0.683	(18, 404)	386	0.928	416
Homo_sapiens_328988-329091	sp|Q7RTN6|STRAA_HUMAN	104	0.241	(0, 379)	379	0.879	431
Homo_sapiens_329092-329197	sp|Q6ICG6|K0930_HUMAN	105	0.260	(48, 259)	211	0.522	404
Homo_sapiens_329198-329354	sp|Q53HI1|UNC50_HUMAN	153	0.591	(32, 219)	187	0.722	259
Homo_sapiens_329355-329511	sp|Q9BV38|WDR18_HUMAN	156	0.361	(57, 315)	258	0.597	432
Homo_sapiens_329512-329799	sp|Q9GZZ9|UBA5_HUMAN	281	0.696	(40, 350)	310	0.767	404
Homo_sapiens_329800-330020	sp|Q9H0W9|CK054_HUMAN	215	0.683	(9, 315)	306	0.971	315
Homo_sapiens_330021-330240	sp|Q92521|PIGB_HUMAN	214	0.386	(67, 462)	395	0.713	554
Homo_sapiens_330241-330392	sp|Q8WVC0|LEO1_HUMAN	152	0.228	(358, 573)	215	0.323	666
Homo_sapiens_330480-330676	sp|Q92979|NEP1_HUMAN	177	0.725	(41, 244)	203	0.832	244
Homo_sapiens_330677-330771	sp|Q9H6K4|OPA3_HUMAN	94	0.525	(4, 113)	109	0.609	179
Homo_sapiens_330772-330881	sp|P62888|RL30_HUMAN	109	0.948	(1, 110)	109	0.948	115
Homo_sapiens_330882-331021	sp|Q9ULW3|ABT1_HUMAN	126	0.463	(43, 190)	147	0.540	272
Homo_sapiens_331022-331241	sp|P25789|PSA4_HUMAN	220	0.843	(0, 230)	230	0.881	261
Homo_sapiens_331242-331407	sp|Q5VTL8|PR38B_HUMAN	165	0.302	(50, 229)	179	0.328	546
Homo_sapiens_331408-331496	sp|Q6P4H8|F173B_HUMAN	89	0.382	(56, 191)	135	0.579	233
Homo_sapiens_331497-331590	sp|Q12962|TAF10_HUMAN	94	0.431	(111, 218)	107	0.491	218
Homo_sapiens_331591-331687	sp|Q9NZ63|CI078_HUMAN	92	0.318	(10, 193)	183	0.633	289
Homo_sapiens_331688-331801	sp|Q8N6T3|ARFG1_HUMAN	114	0.281	(0, 124)	124	0.305	406
Homo_sapiens_331802-332049	sp|P12004|PCNA_HUMAN	248	0.950	(0, 259)	259	0.992	261
Homo_sapiens_332050-332148	sp|O75794|CD123_HUMAN	99	0.295	(82, 264)	182	0.542	336
Homo_sapiens_332149-332325	sp|Q16795|NDUA9_HUMAN	170	0.451	(43, 357)	314	0.833	377
Homo_sapiens_332326-332517	sp|Q96RQ1|ERGI2_HUMAN	184	0.488	(16, 332)	316	0.838	377
Homo_sapiens_332518-332622	sp|P17152|TMM11_HUMAN	96	0.500	(47, 177)	130	0.677	192
Homo_sapiens_332623-332740	sp|Q9NQT4|EXOS5_HUMAN	118	0.502	(31, 229)	198	0.843	235
Homo_sapiens_332741-332891	sp|Q3ZCQ8|TIM50_HUMAN	149	0.422	(133, 311)	178	0.504	353
Homo_sapiens_332892-333041	sp|Q96NC0|ZMAT2_HUMAN	147	0.739	(11, 192)	181	0.910	199
Homo_sapiens_333042-333148	sp|Q6MZP7|LIN54_HUMAN	107	0.143	(521, 641)	120	0.160	749
Homo_sapiens_333149-333512	sp|Q9ULA0|DNPEP_HUMAN	356	0.749	(15, 463)	448	0.943	475
Homo_sapiens_333513-333639	sp|O75663|TIPRL_HUMAN	123	0.452	(40, 215)	175	0.643	272
Homo_sapiens_333640-333731	sp|Q9P015|RM15_HUMAN	89	0.301	(0, 222)	222	0.750	296
Homo_sapiens_333732-333859	sp|P51948|MAT1_HUMAN	126	0.408	(4, 304)	300	0.971	309
Homo_sapiens_333860-334026	sp|P59998|ARPC4_HUMAN	167	0.994	(0, 167)	167	0.994	168
Homo_sapiens_334027-334182	sp|P49755|TMEDA_HUMAN	151	0.689	(29, 218)	189	0.863	219
Homo_sapiens_334183-334452	sp|Q9GZN1|ARP6_HUMAN	256	0.646	(3, 386)	383	0.967	396
Homo_sapiens_334558-334845	sp|Q9NW64|RBM22_HUMAN	288	0.686	(1, 335)	334	0.795	420
Homo_sapiens_334846-335076	sp|Q9Y570|PPME1_HUMAN	231	0.598	(38, 372)	334	0.865	386
Homo_sapiens_335077-335221	sp|Q8N5M1|ATPF2_HUMAN	145	0.502	(45, 273)	228	0.789	289
Homo_sapiens_335222-335306	sp|Q8NFH3|NUP43_HUMAN	85	0.224	(145, 292)	147	0.387	380
Homo_sapiens_335307-335417	sp|Q9BTD8|RBM42_HUMAN	111	0.231	(358, 473)	115	0.240	480
Homo_sapiens_335418-335532	sp|Q96ES7|SGF29_HUMAN	115	0.392	(129, 293)	164	0.560	293
Homo_sapiens_335533-335726	sp|Q8N0Z6|TTC5_HUMAN	185	0.420	(71, 424)	353	0.802	440
Homo_sapiens_335727-336175	sp|O95995|GAS8_HUMAN	445	0.931	(23, 474)	451	0.944	478
Homo_sapiens_336176-336373	sp|O00170|AIP_HUMAN	193	0.585	(20, 299)	279	0.845	330
Homo_sapiens_336374-336651	sp|Q9H4K1|RIBC2_HUMAN	166	0.537	(0, 309)	309	1.000	309
Homo_sapiens_336652-337015	sp|Q9Y366|IFT52_HUMAN	352	0.805	(7, 423)	416	0.952	437
Homo_sapiens_337016-337272	sp|Q9UHB9|SRP68_HUMAN	250	0.399	(65, 611)	546	0.871	627
Homo_sapiens_337273-337487	sp|Q6NSI8|K1841_HUMAN	215	0.299	(148, 457)	309	0.430	718
Homo_sapiens_337488-337873	sp|Q8TAM2|TTC8_HUMAN	378	0.699	(69, 534)	465	0.860	541
Homo_sapiens_337874-338289	sp|Q5W041|ARMC3_HUMAN	379	0.435	(28, 859)	831	0.953	872
Homo_sapiens_338290-338516	sp|Q9H0I3|CC113_HUMAN	148	0.393	(0, 353)	353	0.936	377
Homo_sapiens_338517-338741	sp|Q9H1X3|DJC25_HUMAN	223	0.619	(43, 349)	306	0.850	360
Homo_sapiens_338742-338823	sp|Q03164|KMT2A_HUMAN	82	0.021	(1868, 1977)	109	0.027	3969
Homo_sapiens_338824-338978	sp|Q13057|COASY_HUMAN	147	0.261	(0, 534)	534	0.947	564
Homo_sapiens_338979-339387	sp|Q8N2H3|PYRD2_HUMAN	395	0.680	(34, 573)	539	0.928	581
Homo_sapiens_339388-339511	sp|A8K855|EFCB7_HUMAN	113	0.180	(274, 591)	317	0.504	629
Homo_sapiens_339512-340061	sp|P61221|ABCE1_HUMAN	550	0.918	(2, 599)	597	0.997	599
Homo_sapiens_340062-340344	sp|Q58A45|PAN3_HUMAN	283	0.319	(473, 879)	406	0.458	887
Homo_sapiens_340345-340599	sp|P07902|GALT_HUMAN	252	0.665	(30, 360)	330	0.871	379
Homo_sapiens_340600-340686	sp|Q9NY12|GAR1_HUMAN	87	0.401	(61, 162)	101	0.465	217
Homo_sapiens_340687-341006	sp|Q96NU7|HUTI_HUMAN	320	0.751	(46, 407)	361	0.847	426
Homo_sapiens_341007-341097	sp|Q86XA0|MET23_HUMAN	91	0.479	(2, 151)	149	0.784	190
Homo_sapiens_341098-341246	sp|Q92546|RGP1_HUMAN	141	0.361	(0, 371)	371	0.949	391
Homo_sapiens_341247-341358	sp|Q5TBB1|RNH2B_HUMAN	86	0.276	(37, 302)	265	0.849	312
Homo_sapiens_341359-341569	sp|Q53EV4|LRC23_HUMAN	200	0.583	(46, 315)	269	0.784	343
Homo_sapiens_341570-341803	sp|Q0GE19|NTCP7_HUMAN	230	0.642	(13, 325)	312	0.872	358
Homo_sapiens_341804-341915	sp|Q96TC7|RMD3_HUMAN	108	0.230	(275, 441)	166	0.353	470
Homo_sapiens_341916-342029	sp|O15503|INSI1_HUMAN	112	0.404	(136, 267)	131	0.473	277
Homo_sapiens_342030-342150	sp|Q6ICB0|DESI1_HUMAN	121	0.720	(7, 141)	134	0.798	168
Homo_sapiens_342151-342275	sp|P55769|NH2L1_HUMAN	125	0.977	(3, 128)	125	0.977	128
Homo_sapiens_342276-342372	sp|Q9Y2Y1|RPC10_HUMAN	97	0.898	(0, 108)	108	1.000	108
Homo_sapiens_342373-342501	sp|Q9Y3E0|GOT1B_HUMAN	129	0.935	(1, 131)	130	0.942	138
Homo_sapiens_342502-342612	sp|Q4G0U5|PCDP1_HUMAN	104	0.124	(64, 260)	196	0.233	840
Homo_sapiens_342613-342862	sp|Q15003|CND2_HUMAN	230	0.310	(57, 726)	669	0.903	741
Homo_sapiens_342863-342948	sp|Q5FWF5|ESCO1_HUMAN	86	0.102	(604, 831)	227	0.270	840
Homo_sapiens_342949-343092	sp|Q3MIT2|PUS10_HUMAN	144	0.272	(291, 525)	234	0.442	529
Homo_sapiens_343093-343202	sp|Q8TEA8|DTD1_HUMAN	110	0.526	(0, 148)	148	0.708	209
Homo_sapiens_343203-343351	sp|Q9Y548|YIPF1_HUMAN	131	0.428	(75, 277)	202	0.660	306
Homo_sapiens_343352-343887	sp|Q8WYA0|IFT81_HUMAN	522	0.772	(0, 650)	650	0.962	676
Homo_sapiens_343888-344362	sp|Q9UFE4|CCD39_HUMAN	433	0.460	(203, 836)	633	0.673	941
Homo_sapiens_344363-344575	sp|P08397|HEM3_HUMAN	210	0.582	(22, 288)	266	0.737	361
Homo_sapiens_344576-344720	sp|Q330K2|NDUF6_HUMAN	145	0.435	(64, 307)	243	0.730	333
Homo_sapiens_344721-344897	sp|Q96DZ1|ERLEC_HUMAN	176	0.364	(74, 483)	409	0.847	483
Homo_sapiens_344898-345070	sp|Q8WVF1|OSCP1_HUMAN	166	0.427	(0, 389)	389	1.000	389
Homo_sapiens_345071-345340	sp|Q9BZH6|WDR11_HUMAN	262	0.214	(498, 1187)	689	0.563	1224
Homo_sapiens_345341-345544	sp|Q8IZ73|RUSD2_HUMAN	204	0.374	(137, 390)	253	0.464	545
Homo_sapiens_345545-345971	sp|P51530|DNA2_HUMAN	397	0.375	(120, 1031)	911	0.859	1060
Homo_sapiens_345972-346145	sp|Q8N7H5|PAF1_HUMAN	174	0.328	(32, 353)	321	0.605	531
Homo_sapiens_346146-346415	sp|Q8N1G2|CMTR1_HUMAN	270	0.323	(93, 542)	449	0.538	835
Homo_sapiens_346416-346503	sp|Q9Y234|LIPT_HUMAN	85	0.228	(41, 186)	145	0.389	373
Homo_sapiens_346643-346772	sp|Q8TBZ6|TM10A_HUMAN	113	0.333	(104, 277)	173	0.510	339
Homo_sapiens_346773-347005	sp|P49770|EI2BB_HUMAN	225	0.641	(74, 351)	277	0.789	351
Homo_sapiens_347006-347087	sp|Q9GZQ3|COMD5_HUMAN	73	0.316	(22, 224)	202	0.874	231
Homo_sapiens_347088-347206	sp|O15511|ARPC5_HUMAN	105	0.695	(0, 151)	151	1.000	151
Homo_sapiens_347207-347375	sp|Q9H6T3|RPAP3_HUMAN	166	0.250	(7, 437)	430	0.647	665
Homo_sapiens_347376-347482	sp|O43402|EMC8_HUMAN	105	0.500	(5, 210)	205	0.976	210
Homo_sapiens_347483-347600	sp|Q6P4F2|FDX2_HUMAN	111	0.607	(66, 183)	117	0.639	183
Homo_sapiens_347601-347809	sp|P41214|EIF2D_HUMAN	197	0.337	(0, 571)	571	0.978	584
Homo_sapiens_347810-348107	sp|Q96RK4|BBS4_HUMAN	298	0.574	(29, 391)	362	0.697	519
Homo_sapiens_348108-348196	sp|Q9UHV9|PFD2_HUMAN	82	0.532	(29, 129)	100	0.649	154
Homo_sapiens_348197-348504	sp|A8MXQ7|YH010_HUMAN	284	0.470	(109, 580)	471	0.780	604
Homo_sapiens_348505-348626	sp|O43182|RHG06_HUMAN	122	0.125	(409, 610)	201	0.206	974
Homo_sapiens_348627-348741	sp|Q96I25|SPF45_HUMAN	114	0.284	(240, 399)	159	0.397	401
Homo_sapiens_348742-348967	sp|Q9Y316|MEMO1_HUMAN	223	0.751	(7, 296)	289	0.973	297
Homo_sapiens_348968-349078	sp|O43572|AKA10_HUMAN	111	0.168	(137, 499)	362	0.547	662
Homo_sapiens_349079-349400	sp|Q96MX6|WDR92_HUMAN	322	0.902	(7, 355)	348	0.975	357
Homo_sapiens_349401-349544	sp|Q5T013|HYI_HUMAN	143	0.516	(2, 252)	250	0.903	277
Homo_sapiens_349545-349653	sp|Q96E66|LRC51_HUMAN	88	0.458	(13, 173)	160	0.833	192
Homo_sapiens_349654-349895	sp|O14972|DSCR3_HUMAN	241	0.811	(31, 296)	265	0.892	297
Homo_sapiens_349896-350022	sp|Q8IWT0|ARCH_HUMAN	115	0.689	(42, 167)	125	0.749	167
Homo_sapiens_350593-350764	sp|Q92542|NICA_HUMAN	168	0.237	(49, 654)	605	0.853	709
Homo_sapiens_350765-350876	sp|Q8IWA0|WDR75_HUMAN	111	0.134	(241, 570)	329	0.396	830
Homo_sapiens_350877-351148	sp|Q9H9A5|CNO10_HUMAN	255	0.343	(0, 704)	704	0.946	744
Homo_sapiens_351242-351368	sp|Q8NEJ9|NGDN_HUMAN	121	0.384	(48, 256)	208	0.660	315
Homo_sapiens_351369-351478	sp|Q9NQ89|CL004_HUMAN	107	0.194	(412, 543)	131	0.237	552
Homo_sapiens_351479-351574	sp|Q96S52|PIGS_HUMAN	96	0.173	(271, 537)	266	0.479	555
Homo_sapiens_351575-351710	sp|Q16342|PDCD2_HUMAN	135	0.392	(28, 334)	306	0.890	344
Homo_sapiens_351711-351928	sp|Q32P41|TRM5_HUMAN	211	0.415	(174, 472)	298	0.585	509
Homo_sapiens_351929-352053	sp|Q96B02|UBE2W_HUMAN	125	0.828	(4, 151)	147	0.974	151
Homo_sapiens_352054-352239	sp|P49721|PSB2_HUMAN	186	0.925	(0, 192)	192	0.955	201
Homo_sapiens_352386-352567	sp|Q9BZV1|UBXN6_HUMAN	165	0.374	(4, 409)	405	0.918	441
Homo_sapiens_352568-352669	sp|Q9BT30|ALKB7_HUMAN	97	0.439	(38, 203)	165	0.747	221
Homo_sapiens_352670-352795	sp|P52434|RPAB3_HUMAN	126	0.840	(1, 148)	147	0.980	150
Homo_sapiens_352796-352929	sp|Q9UHA3|RLP24_HUMAN	134	0.822	(0, 134)	134	0.822	163
Homo_sapiens_352930-353038	sp|Q9NX24|NHP2_HUMAN	109	0.712	(33, 152)	119	0.778	153
Homo_sapiens_353039-353148	sp|P48047|ATPO_HUMAN	103	0.484	(26, 205)	179	0.840	213
Homo_sapiens_353149-353236	sp|Q9Y3A4|RRP7A_HUMAN	82	0.293	(0, 280)	280	1.000	280
Homo_sapiens_353237-353322	sp|O60925|PFD1_HUMAN	83	0.680	(8, 116)	108	0.885	122
Homo_sapiens_353323-353445	sp|Q9Y3A2|UTP11_HUMAN	123	0.486	(2, 253)	251	0.992	253
Homo_sapiens_353446-353668	sp|P25787|PSA2_HUMAN	223	0.953	(5, 234)	229	0.979	234
Homo_sapiens_353806-353921	sp|O43583|DENR_HUMAN	115	0.581	(26, 188)	162	0.818	198
Homo_sapiens_353922-354090	sp|O95801|TTC4_HUMAN	169	0.437	(42, 371)	329	0.850	387
Homo_sapiens_354091-354207	sp|Q9Y3D0|MIP18_HUMAN	117	0.718	(33, 160)	127	0.779	163
Homo_sapiens_354208-354339	sp|Q9Y3B2|EXOS1_HUMAN	129	0.662	(9, 188)	179	0.918	195
Homo_sapiens_354340-354465	sp|Q04323|UBXN1_HUMAN	113	0.380	(9, 291)	282	0.949	297
Homo_sapiens_354466-354582	sp|Q9Y248|PSF2_HUMAN	117	0.632	(0, 167)	167	0.903	185
Homo_sapiens_354583-354722	sp|P33240|CSTF2_HUMAN	139	0.241	(13, 184)	171	0.296	577
Homo_sapiens_354723-354816	sp|P43897|EFTS_HUMAN	94	0.289	(49, 296)	247	0.760	325
Homo_sapiens_354817-354932	sp|P55145|MANF_HUMAN	112	0.615	(28, 167)	139	0.764	182
Homo_sapiens_354933-355121	sp|Q9H040|SPRTN_HUMAN	187	0.382	(28, 221)	193	0.395	489
Homo_sapiens_355122-355319	sp|Q9H8Y8|GORS2_HUMAN	198	0.438	(1, 204)	203	0.449	452
Homo_sapiens_355320-355407	sp|Q15369|ELOC_HUMAN	88	0.786	(17, 112)	95	0.848	112
Homo_sapiens_355408-355570	sp|Q8IVV7|GID4_HUMAN	163	0.543	(117, 300)	183	0.610	300
Homo_sapiens_355571-355914	sp|Q8TAT6|NPL4_HUMAN	344	0.566	(107, 554)	447	0.735	608
Homo_sapiens_355915-356043	sp|Q96EE3|SEH1_HUMAN	129	0.358	(13, 315)	302	0.839	360
Homo_sapiens_356044-356197	sp|Q7Z7A4|PXK_HUMAN	145	0.251	(130, 396)	266	0.460	578
Homo_sapiens_356198-356315	sp|Q96EC8|YIPF6_HUMAN	117	0.496	(51, 231)	180	0.763	236
